host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,3190,4.83,4.83,5,5,5,5,4.67,1,365,2.43
within a day,t,t,Entire rental unit,Entire home/apt,f,0.78,0.93,2,550,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,365,1.1
within an hour,f,t,Private room in home,Private room,f,1,0.85,2,390,4,4,4,3.75,4,4,4,1,1125,1.85
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.98,2,900,5,5,4.5,5,5,5,5,1,365,2.9
within an hour,f,t,Private room in home,Private room,f,1,0.85,2,490,5,5,5,5,5,4.5,5,1,45,3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.98,2,762,4.57,4.71,5,4.43,4.86,5,4.57,1,365,3.13
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,4,2161,4.75,4.75,4.5,5,4.75,4.88,4.88,1,365,3.2
within an hour,f,t,Private room in home,Private room,f,1,0.85,2,654,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,f,t,Private room in rental unit,Private room,f,0.94,0.75,1,380,5,5,4.67,5,5,4.67,5,1,365,1.2
within an hour,t,t,Private room in rental unit,Private room,t,1,1,5,899,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,30,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.99,0.99,2,4455,4.75,5,4.75,4.25,5,5,5,2,365,1.69
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,6,1199,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,90,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,1157,4.78,4.78,4.78,4.67,4.89,4.89,5,3,90,3.75
within an hour,t,t,Private room in rental unit,Private room,t,1,1,3,799,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,30,1.1
within a day,f,t,Private room in home,Private room,f,1,1,1,292,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Private room in rental unit,Private room,f,1,1,1,400,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,2,540,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,1145,5,5,5,5,4.67,4.33,4.67,2,365,1.29
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.99,0.99,2,5306,3,3,5,2,4,5,2,2,365,1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1655,3.67,3.67,3.67,4.67,4.33,4.67,3,1,365,1.29
within a few hours,f,t,Private room in bed and breakfast,Private room,t,1,1,4,7000,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,2,1280,5,4.5,5,5,5,5,4.5,2,90,0.82
within an hour,f,t,Shared room in home,Shared room,t,1,1,1,200,4.75,4.88,5,4.75,4.88,4.38,4.5,1,365,3.2
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1362,4.88,4.88,5,5,5,5,4.88,2,1000,3.24
within an hour,f,t,Private room in rental unit,Private room,f,1,1,2,189,5,5,5,5,5,5,5,1,1125,1.11
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.89,5,800,5,5,5,5,5,5,5,1,1125,0.63
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,423,4.83,5,5,5,5,5,4.83,2,1125,4
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,4,2707,5,5,5,5,5,5,5,3,365,2.2
within an hour,t,t,Entire home,Entire home/apt,f,1,0.89,13,2357,4.75,5,4.75,5,5,5,5,2,365,1.97
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,3635,3.5,4.75,4.5,4,4,4.75,3.5,1,365,2.22
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.98,0.98,2,619,4.78,4.78,4.78,4.56,5,4.56,4.56,1,1125,3.8
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2380,4.83,4.83,4.83,5,5,4.67,4.83,2,150,3.4
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,230,3,3.5,3.25,3.25,3.75,4.25,3.75,1,365,3.33
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,2179,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within a few hours,f,t,Private room in rental unit,Private room,t,1,0.67,2,383,5,5,5,5,5,5,5,1,4,0.42
within an hour,f,t,Entire home,Entire home/apt,t,1,0.99,2,2269,5,5,5,5,5,5,5,1,365,1
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.86,1,370,4.67,5,4,4.67,5,5,4.67,1,365,1.36
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1141,5,5,5,5,5,5,5,3,180,2
within a day,f,t,Entire home,Entire home/apt,f,0.8,0.67,8,1443,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire home,Entire home/apt,t,0.99,0.99,10,21225,5,5,5,5,5,5,5,1,365,2
within a day,f,t,Private room in home,Private room,f,0.5,0.9,1,200,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.9,3,567,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Private room in rental unit,Private room,t,1,1,10,3777,5,5,5,5,5,5,5,1,90,1.28
within a day,t,t,Private room in home,Private room,f,0.8,0.93,1,580,5,5,5,5,5,5,5,3,365,0.86
a few days or more,f,t,Private room in rental unit,Private room,t,0.31,1,2,2500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within a day,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1758,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,360,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,2070,4.75,5,4.5,4.5,5,4.5,4.25,1,365,2.93
within a few hours,f,t,Private room in condo,Private room,t,1,0.95,2,350,5,5,4.9,5,5,5,5,1,365,4.11
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1082,4.9,5,5,4.9,4.9,5,4.7,1,365,4.41
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,12,8933,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.59,0.95,6,1900,4.6,4.8,4.4,5,4.8,5,4.6,2,365,2.08
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,1086,4.53,4.5,4.78,4.72,4.69,4.63,4.59,1,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1345,5,5,5,5,4.75,4.88,4.63,1,365,3.43
within an hour,t,t,Private room in home,Private room,t,1,1,2,595,5,5,5,5,5,4.67,4.67,1,365,1.45
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,283,3.67,4.33,4,4.33,4.33,4.67,4,2,365,1.34
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,804,5,5,5,5,5,5,5,2,60,1.27
within an hour,f,t,Private room in rental unit,Private room,f,1,0.83,2,454,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1200,4.78,4.83,4.89,5,4.89,5,4.61,1,365,1.1
within an hour,f,t,Private room in rental unit,Private room,f,1,0.94,1,449,5,5,5,5,5,5,4.5,1,90,1.13
within a few hours,f,t,Entire home,Entire home/apt,f,0.9,0.83,16,5285,5,5,5,5,5,5,5,1,365,0.56
within a day,f,t,Entire rental unit,Entire home/apt,f,0.5,0.9,4,1200,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within a day,f,t,Entire rental unit,Entire home/apt,f,0.7,0.75,6,1800,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,800,5,5,5,4.5,5,4.75,5,2,365,1.9
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.96,5,2523,5,5,5,5,5,4.5,5,2,365,3.53
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,3825,5,5,5,4.88,4.88,5,4.63,2,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,11,1867,4.44,4.56,4.33,4.56,4.56,4.89,4.78,2,365,3.91
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1688,4.33,4.33,4.33,4.67,4.33,4.67,4.33,3,365,2.73
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,792,4.56,4.75,4.75,5,4.94,4.75,4.56,1,365,1.1
within an hour,f,t,Entire condo,Entire home/apt,t,1,0.93,4,1157,4,3.5,3.5,5,5,5,4,2,365,1.76
within an hour,f,t,Private room in rental unit,Private room,t,1,0.97,2,700,4.75,4.5,4.75,5,4.75,5,4.75,2,28,1.71
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1250,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within an hour,f,t,Private room in guesthouse,Private room,t,1,1,10,340,5,5,5,5,5,5,5,1,365,1.76
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,302,4.5,4.5,4.75,4.75,4.75,4.75,4.75,2,365,2.11
within a few hours,f,t,Private room in rental unit,Private room,t,1,1,1,441,4,4,4,4,4,4,4,1,60,1.02
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,766,4.8,4.8,4.8,5,5,4.8,4.8,1,365,2.14
within a few hours,f,t,Private room in rental unit,Private room,t,1,1,1,526,5,5,5,5,5,5,5,1,1125,0.44
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,2100,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,4,1.1
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,2853,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.93,4,635,5,5,5,5,5,5,5,1,365,0.45
within an hour,f,t,Private room in rental unit,Private room,f,1,0.94,1,519,4,4,4,4,5,5,5,2,90,0.49
within a few hours,f,f,Entire home,Entire home/apt,t,1,1,2,545,5,4.5,4.5,4.5,4.5,5,4,2,15,1.54
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,16,12443,5,5,5,5,5,5,4.5,1,90,1
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.96,5,2389,4.8,4.8,4.8,4.8,4.6,4.9,4.8,2,362,4.05
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,6,1135,4.75,5,5,5,5,5,5,1,365,1.85
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,998,4.67,5,4.83,5,4.67,5,5,1,365,3.1
within a day,f,t,Entire serviced apartment,Entire home/apt,f,0.71,0.43,2,750,5,4,4,4,5,5,5,1,365,0.44
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,750,4.89,5,4.89,4.67,5,4.89,5,1,365,4.03
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1820,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1256,4,5,4,5,5,5,5,1,1125,0.5
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,4,1000,4.88,4.88,5,5,5,4.88,4.75,1,28,3.64
within an hour,f,t,Private room in home,Private room,t,1,1,2,378,4.14,4.43,4.86,4.67,4.71,5,3.86,1,365,3.18
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,742,4.94,4.88,4.81,5,4.75,5,4.81,1,365,1.1
within an hour,f,t,Private room in home,Private room,t,1,1,2,374,2.75,3.25,3.5,2.63,3.88,4,3,1,365,3.53
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1699,5,5,5,5,5,5,5,3,365,1
within a day,f,t,Private room in rental unit,Private room,f,0.5,0.43,1,200,5,5,5,5,5,5,5,1,30,0.71
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1987,5,5,5,5,5,5,4.75,2,150,2.5
within a day,f,t,Private room in home,Private room,f,0.8,0.9,1,451,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,795,5,5,5,5,5,5,5,1,365,1
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,766,5,5,5,5,5,5,5,1,365,2.34
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.97,6,2723,5,5,5,5,5,5,4,2,365,1
within an hour,t,t,Private room in rental unit,Private room,f,1,0.96,2,900,5,4.5,4.5,5,5,5,4.25,2,1125,2.18
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,1,5,1500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,7,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1700,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1815,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,31,1.1
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,703,4.82,4.64,4.64,4.91,4.91,5,4.64,1,365,1.1
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,765,4.36,4.64,4.64,4.45,4.64,4.91,4.73,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,1498,5,5,5,5,5,5,5,1,1125,1
within an hour,f,t,Private room in rental unit,Private room,f,1,1,2,350,4.83,4.83,4.83,4.83,5,5,4.83,2,365,2.73
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,724,4.67,4.5,4.83,4.92,4.83,4.75,4.67,1,365,1.1
within a day,f,t,Private room in condo,Private room,f,0.88,0.67,1,320,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1213,5,5,5,5,5,5,5,2,365,2.09
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1499,5,5,5,5,5,5,5,2,365,1.5
within an hour,f,t,Private room in home,Private room,t,1,1,1,454,3,3,3.67,2.33,3.33,3.67,3.67,1,1125,1.43
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,744,4.82,4.64,4.82,4.91,4.82,4.91,4.6,1,365,4.34
within an hour,f,f,Entire rental unit,Entire home/apt,f,0.99,0.99,2,1203,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,16,9110,4,4,4,5,5,4,4,1,90,0.58
within an hour,f,t,Room in hotel,Private room,t,1,0.99,2,724,5,5,5,5,4.9,5,5,1,365,1.1
within an hour,f,f,Entire rental unit,Entire home/apt,f,0.99,0.99,2,1242,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within an hour,f,f,Entire rental unit,Entire home/apt,f,0.99,0.99,2,1327,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,1756,5,5,5,5,5,5,5,2,365,0.77
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.88,4,1256,4.86,4.57,4.43,4.71,4.71,4.71,4.43,2,120,3.18
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,5,890,5,5,5,5,5,5,5,3,180,1
within a few hours,f,t,Private room in rental unit,Private room,f,1,1,1,256,5,5,5,5,5,4,5,1,365,0.44
within an hour,f,f,Entire rental unit,Entire home/apt,f,0.99,0.99,2,1379,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.1
within an hour,f,t,Private room in rental unit,Private room,f,1,0.94,1,479,5,4.75,4.75,4,5,5,4.75,2,90,1.94
within a day,f,t,Private room in rental unit,Private room,f,1,0.5,2,828,5,5,5,5,5,5,5,2,1125,1
within an hour,t,t,Private room in rental unit,Private room,t,1,1,2,480,4.75,4.75,5,5,5,5,4.75,1,365,1.82
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1113,5,5,5,5,5,5,4.5,2,365,0.88
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,620,5,5,5,5,5,5,5,1,365,1.36
within an hour,f,t,Private room in home,Private room,t,1,1,2,511,3.67,4.33,3.67,3.33,3,4,4,1,1125,1.32
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1020,4.8,4.8,4.4,4.8,4.8,4.8,4.8,2,365,2.46
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,4,2371,4.83,5,4.83,5,4.83,5,5,2,1125,3.33
within an hour,f,t,Private room in home,Private room,t,1,1,2,626,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
Desconocido,f,t,Private room in rental unit,Private room,t,0.9,0.9,2,642,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.9,1,288,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1323,4.4,4.7,4.9,4.6,4.7,5,4.4,2,365,4.48
within an hour,f,t,Private room in home,Private room,f,1,0.96,2,975,5,5,5,5,5,5,5,3,1125,0.73
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.93,2,1260,2.67,3.67,4.67,5,5,5,3,2,365,2.25
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.93,2,1320,5,5,5,5,4.75,5,5,2,365,2.18
within an hour,f,t,Private room in casa particular,Private room,f,1,1,4,1000,5,5,5,5,5,5,5,2,28,3.24
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,281,4.75,4.5,5,5,4.75,5,4.75,2,365,1.85
within an hour,f,t,Private room in condo,Private room,t,1,1,2,489,5,4.88,5,4.88,5,5,4.75,1,14,3.48
within an hour,t,t,Private room in guesthouse,Private room,f,0.96,0.99,2,750,5,5,5,5,5,5,5,1,365,0.6
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1404,5,5,5,5,5,5,5,3,365,1
within an hour,f,t,Private room in home,Private room,t,1,1,2,595,4.43,4.71,4.71,4.71,4.29,4.86,4.57,1,1125,3.23
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.99,6,2064,5,5,5,5,5,5,5,1,90,2.24
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,15,9598,5,5,5,5,5,5,5,1,90,1.13
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.7,4,2561,4,5,5,5,5,5,4,2,365,0.91
within a day,f,t,Entire rental unit,Entire home/apt,f,0.9,1,3,710,4.75,4.75,4.75,5,5,5,4.5,2,20,1.76
within an hour,f,t,Private room in home,Private room,t,1,1,2,645,4.73,4.73,4.36,4.55,4.73,4.82,4.73,1,1125,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.99,0.99,2,4422,5,5,5,5,5,5,5,2,365,0.85
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,600,5,5,5,5,5,5,5,1,365,4.15
within a day,f,t,Entire home,Entire home/apt,t,0.71,0.9,6,990,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Private room in home,Private room,f,1,0.96,2,975,5,5,5,5,5,5,5,3,1125,1.25
within an hour,f,f,Entire rental unit,Entire home/apt,f,1,1,5,4024,5,5,5,5,5,5,5,2,365,1.1
Desconocido,f,t,Private room in home,Private room,f,0.9,0.9,2,897,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire condo,Entire home/apt,t,0.93,1,5,1500,1,1.5,3.5,1.5,1,2.5,2,1,365,1.82
within an hour,f,t,Private room in home,Private room,t,1,1,3,482,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Private room in home,Private room,t,1,1,1,516,3.67,4.33,4.67,4.67,3.33,4.33,4,1,1125,3
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.99,0.99,4,7075,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,f,t,Private room in home,Private room,t,1,1,4,435,4.6,4.8,5,5,5,4.6,4.6,1,365,2.78
within an hour,f,t,Private room in home,Private room,t,1,0.96,2,333,4.83,4.67,4.5,4.33,4.83,4.83,4.67,1,1125,2.95
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,0.99,8,3455,4.86,5,5,5,5,4.86,5,2,1125,3.09
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1800,5,5,5,5,5,5,5,1,365,3.64
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0.25,0.9,4,1000,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,240,1.1
within a day,t,t,Private room in rental unit,Private room,f,0.78,0.93,2,355,5,5,5,5,5,4.67,5,3,30,2.31
within an hour,f,t,Room in hotel,Private room,t,1,1,6,1405,4.33,4.33,5,3.33,4.67,5,4.33,1,365,2.25
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,1503,4.91,5,5,5,5,5,5,1,365,1.1
within a few hours,f,t,Private room in home,Private room,t,0.8,0.88,4,420,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,f,Entire rental unit,Entire home/apt,t,1,1,4,1555,5,5,5,5,5,4,5,2,365,0.55
within a day,f,t,Entire rental unit,Entire home/apt,f,1,1,6,1432,5,5,5,5,5,5,5,3,1125,0.68
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1639,5,5,5,5,5,5,5,1,365,2.22
within an hour,f,t,Private room in home,Private room,t,1,1,1,460,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,7,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,16,13263,5,5,5,5,5,5,5,1,365,1
within an hour,f,t,Private room in home,Private room,t,1,1,1,484,5,4,4,5,5,5,5,1,1125,0.53
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,2500,5,5,5,5,5,5,5,2,1125,1.48
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,3192,5,5,5,5,5,5,5,1,365,1.34
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.91,0.9,6,4186,5,5,5,5,5,5,5,1,365,1.5
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1028,4.67,5,4.33,5,4.67,5,4.33,1,365,3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1100,5,5,5,5,5,4.86,4.86,2,1125,3.09
within an hour,f,t,Private room in home,Private room,t,1,1,1,454,4.67,5,4.67,4.33,4.67,5,5,1,1125,2.81
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,1,2,999,5,5,5,5,5,5,5,1,1125,0.63
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,5,944,5,5,5,5,4.5,5,4.5,3,1125,2
within an hour,f,t,Private room in home,Private room,t,1,1,1,730,5,5,5,5,5,5,5,1,1125,1.11
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.9,2,890,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,90,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2200,5,4.5,5,5,5,5,5,2,150,1.76
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.93,10,1452,5,4,4,5,4,4,4,1,365,1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,5,1313,5,5,5,5,5,5,5,2,365,1.15
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,6,1299,4.5,4.5,4.5,4.75,4.25,5,4.5,2,365,2.03
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.93,6,814,5,5,5,5,5,4.33,4.67,1,180,3
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,550,5,5,5,5,5,5,5,1,1125,1.96
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,10,1940,5,5,5,4.5,5,5,5,2,60,0.94
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.96,8,1445,5,4.8,4.8,4.6,5,5,4.8,1,1125,2.78
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,2100,5,5,5,5,5,5,5,3,1125,1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1696,4.33,4.67,5,4.67,4,4.33,4.33,1,365,1.32
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1914,5,5,5,5,5,5,5,1,365,0.75
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,402,4,4,4.25,4.75,4.75,4.75,4,2,28,1.79
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,7,1464,5,5,5,5,5,5,5,1,365,0.61
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,931,5,5,5,5,5,5,5,2,1125,1.32
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1300,5,5,5,5,5,4.5,5,1,365,0.88
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.87,4,1332,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Entire guesthouse,Entire home/apt,t,1,1,2,600,4.5,5,4.5,5,5,4.5,4.5,1,365,1.05
within a few hours,f,t,Entire home,Entire home/apt,f,0.8,0.94,16,7697,4,4,4,2,4,5,4,1,1,1
within an hour,f,t,Private room in home,Private room,f,1,0.96,2,800,5,5,5,5,5,5,5,1,1125,0.91
within an hour,f,t,Private room in casa particular,Private room,f,1,0.9,7,1700,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,950,5,4.8,4.9,4.9,4.9,5,4.9,2,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.99,1,4,1064,4,4,4,3.57,4,4.43,3.86,1,365,3.28
within an hour,t,t,Private room in rental unit,Private room,t,1,1,2,447,5,4.8,5,5,5,5,4.6,1,365,2.42
within an hour,f,t,Entire home,Entire home/apt,t,1,1,6,4000,5,5,5,5,5,5,5,1,1125,0.94
within an hour,t,t,Private room in rental unit,Private room,t,1,1,2,334,5,4.5,5,5,4.75,5,4.75,1,365,1.88
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,881,4.77,4.92,4.85,4.92,4.92,5,4.92,2,28,1.1
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,4,650,5,5,5,5,5,5,5,1,1125,2
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1150,5,5,5,5,5,5,5,1,365,1.1
within an hour,t,t,Private room in rental unit,Private room,t,1,1,2,421,4.83,4.33,4.17,5,5,4.67,4.67,1,365,2.69
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,2,471,5,5,5,5,5,5,5,1,1125,0.48
