host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within a day,f,f,Entire loft,Entire home/apt,f,1,0.9,3,1434,4.95,4.71,4.95,5,4.95,5,4.86,1,1125,0.19
Desconocido,f,t,Entire guest suite,Entire home/apt,f,0.9,0.9,2,830,4.85,4.9,4.88,4.93,5,4.95,4.84,3,1125,0.54
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.9,6,1469,4.57,4.82,4.71,4.92,4.92,4.58,4.71,1,1125,0.31
Desconocido,f,t,Entire villa,Entire home/apt,f,0.9,0.9,2,3658,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,7,1.1
within an hour,f,t,Entire home,Entire home/apt,f,1,0.86,14,18000,4.58,4.56,4.7,4.87,4.78,4.98,4.48,1,365,0.46
within a few hours,f,t,Entire loft,Entire home/apt,f,1,0.7,2,2561,4.87,4.9,4.71,4.91,4.85,5,4.83,2,30,0.7
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.95,2,650,4.87,4.95,4.88,4.98,4.94,4.75,4.79,3,250,0.58
within an hour,t,t,Private room in home,Private room,f,1,1,2,1089,4.92,4.89,4.9,4.92,4.95,4.94,4.87,2,1125,0.94
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,2,943,4.72,4.75,4.75,4.63,4.75,4.88,4.81,2,60,0.15
within a few hours,t,t,Entire home,Entire home/apt,f,0.92,0.58,16,2561,4.73,4.74,4.69,4.88,4.88,4.34,4.75,1,90,0.95
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,3,1881,4.93,4.94,4.96,5,4.99,4.95,4.91,3,1125,2.63
within a day,f,t,Entire rental unit,Entire home/apt,f,0.75,0.73,4,2088,4.89,4.8,4.73,4.93,4.91,4.98,4.91,1,30,0.34
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,2,402,4.53,4.74,4.69,4.83,4.79,4.62,4.61,1,1125,1.1
within a day,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1097,4.9,4.9,4.95,4.95,4.98,4.96,4.92,1,180,0.84
within an hour,t,t,Room in serviced apartment,Hotel room,t,0.9,0.87,2,1006,4.83,4.87,4.83,5,5,4.83,4.78,2,730,0.18
within an hour,t,t,Entire serviced apartment,Entire home/apt,f,0.9,0.87,2,998,4.29,4.14,4.29,4.43,4.43,4.43,4.29,2,730,0.06
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0,2,726,4.75,4.6,4.2,5,4.6,4.8,4.6,1,14,0.04
a few days or more,f,t,Private room in home,Private room,f,0,0.9,1,375,4.4,5,4.6,5,4.8,4.4,4.4,2,1125,0.04
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0,2,2835,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,t,t,Entire loft,Entire home/apt,f,1,0.99,2,3413,5,5,5,5,4.78,4.89,4.78,2,365,0.12
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.99,2,1200,4.76,4.84,4.84,4.96,4.96,4.89,4.68,2,1125,0.77
within a few hours,f,f,Private room,Private room,f,1,0.9,2,1244,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,730,1.1
within a few hours,f,t,Tiny home,Entire home/apt,f,1,0.4,3,817,4.91,5,4.91,5,5,5,4.82,3,1125,0.1
Desconocido,f,t,Entire guest suite,Entire home/apt,f,0.9,0.9,3,950,4.58,4.72,4.67,4.81,4.81,4.86,4.44,3,90,0.33
within an hour,f,t,Private room in home,Private room,f,1,1,1,549,5,5,5,5,5,5,5,1,90,0.04
within a few hours,f,t,Entire loft,Entire home/apt,f,1,0.4,2,672,4.89,4.89,4.78,5,5,5,4.78,3,1125,0.08
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.91,0.95,6,2049,4.91,4.94,4.92,4.96,4.96,4.87,4.95,2,180,1.93
within an hour,t,t,Entire home,Entire home/apt,f,1,1,16,3449,4.88,4.91,4.86,4.93,4.92,4.71,4.91,2,365,2.09
within a day,f,t,Private room in townhouse,Private room,f,0.5,0.33,2,1543,4.97,4.94,4.97,4.98,4.96,4.96,4.95,2,7,1.41
within an hour,t,t,Private room in rental unit,Private room,f,1,0.77,2,302,4.82,4.86,4.59,4.98,4.94,4.98,4.78,1,1125,0.82
Desconocido,f,t,Private room in home,Private room,f,0.9,1,4,500,4.96,4.93,4.93,4.93,4.93,4.7,4.85,2,365,0.25
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1050,4.79,4.92,4.63,4.97,5,4.97,4.76,1,1125,0.35
within a few hours,f,t,Entire condo,Entire home/apt,f,0.95,0.98,4,672,4.85,4.94,4.8,4.91,4.94,4.66,4.77,2,90,0.53
Desconocido,f,t,Entire loft,Entire home/apt,f,0.9,0.9,5,1434,4.62,4.72,4.68,4.69,4.68,4.93,4.64,2,1125,3.3
within an hour,f,t,Entire loft,Entire home/apt,f,1,1,6,1310,4.43,4.64,4.47,4.92,4.68,4.43,4.28,1,360,0.46
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,2,1037,4.77,4.86,4.68,4.89,4.86,4.89,4.7,3,365,0.33
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,4,794,4.7,4.7,4.4,4.85,4.9,4.85,4.8,2,1125,0.18
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,1,2,50000,4.56,4.65,4.65,4.83,4.88,4.92,4.5,1,365,0.73
within a few hours,t,t,Entire loft,Entire home/apt,f,1,1,3,5000,4.67,4.58,4.58,4.83,4.79,5,4.63,1,365,0.21
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1900,4.67,4.66,4.81,4.87,5,4.96,4.67,1,1125,0.49
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.75,3,870,4.58,4.73,4.65,4.78,4.81,4.85,4.59,2,365,1.24
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0.33,0.9,2,850,4.83,4.72,4.72,5,4.89,4.94,4.59,1,365,0.16
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,817,4.76,4.96,4.84,4.96,4.96,4.96,4.88,2,1125,0.33
within a few hours,t,t,Private room in home,Private room,f,0.92,0.58,2,402,4.73,4.72,4.67,4.9,4.92,4.46,4.8,1,1125,1.02
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2800,4.9,4.98,4.9,5,5,4.88,4.98,1,120,0.42
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0.33,2,480,4.78,5,5,5,5,4.89,4.78,2,1125,0.07
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0,2,1200,4.58,4.59,4.31,4.77,4.85,4.96,4.42,3,180,0.21
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.97,2,788,4.88,4.93,4.86,4.98,4.98,4.95,4.9,1,1125,0.43
within an hour,t,t,Entire home,Entire home/apt,f,1,0.94,6,4714,4.75,4.75,4.25,5,4.75,4.5,4.25,1,120,0.05
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.98,3,1017,4.84,4.89,4.85,4.94,4.95,4.88,4.81,1,90,2.4
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.98,2,900,4.88,4.84,4.88,4.96,4.93,4.89,4.84,1,90,1.79
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.81,1,545,4.88,4.94,4.96,4.97,4.95,4.99,4.94,3,30,0.72
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0,6,2269,4.83,4.92,4.84,4.91,4.93,4.97,4.81,2,1125,1.09
within an hour,t,t,Room in serviced apartment,Hotel room,t,0.9,0.87,2,1006,4.97,4.97,4.94,5,5,4.97,4.97,2,730,0.25
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,2,1880,4.88,4.88,4.91,4.91,4.97,4.9,4.86,1,1125,2.4
within an hour,t,t,Room in serviced apartment,Hotel room,t,0.9,0.87,2,908,4.98,4.98,4.92,5,5,5,4.9,2,730,0.46
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,0.9,0.87,2,908,4.91,4.96,4.91,4.91,4.91,4.96,4.83,2,730,0.19
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,591,4.16,4.21,4.32,4.61,4.32,4.68,4.21,1,1825,0.15
within an hour,t,t,Entire home,Entire home/apt,f,1,1,14,3014,4.91,4.91,4.89,4.93,4.94,4.78,4.91,2,365,2.32
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.89,2,726,4.95,4.95,4.9,4.9,4.95,5,4.9,1,1125,0.18
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,1,3,1154,4.76,4.87,4.76,4.75,4.82,4.94,4.81,1,1125,2.59
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0.9,2,1815,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.1
within an hour,t,t,Room in serviced apartment,Hotel room,t,0.9,0.87,2,908,4.95,5,4.95,5,5,4.95,4.95,2,730,0.25
within a few hours,t,t,Entire home,Entire home/apt,f,0.92,0.58,16,2561,4.79,4.79,4.8,4.91,4.94,4.43,4.79,1,90,1.91
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.6,4,1000,4.55,4.68,4.56,4.89,4.82,4.9,4.63,1,1125,2.64
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.91,2,1532,4.93,4.91,4.94,4.91,4.96,4.92,4.89,3,48,0.44
within an hour,f,t,Room in serviced apartment,Hotel room,t,1,0.86,3,3162,4.71,4.71,5,5,5,5,4.86,1,365,0.07
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,1,2,726,4.59,4.66,4.65,4.86,4.87,4.95,4.7,1,1125,3.32
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0,1,545,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,14,1.1
within an hour,f,t,Private room in rental unit,Private room,f,1,0.92,2,699,4.75,4.73,4.87,4.89,4.92,4.94,4.77,1,1125,2.01
Desconocido,f,f,Entire rental unit,Entire home/apt,f,0.9,0,4,1362,4.78,4.87,4.88,4.89,4.73,4.9,4.8,3,180,0.89
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.75,3,1200,4.65,4.74,4.6,4.77,4.8,4.85,4.64,2,1125,1.41
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,4,796,4.73,4.81,4.71,4.83,4.92,4.44,4.73,2,1125,1.22
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.85,2,2269,5,5,5,5,5,5,5,1,1125,0.01
within an hour,t,t,Tiny home,Entire home/apt,f,1,1,3,1556,4.83,4.93,4.92,4.9,4.93,4.93,4.79,3,1125,4.04
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,6,545,4.76,4.87,4.73,4.91,4.91,4.44,4.73,3,1125,0.38
within a day,f,f,Private room in condo,Private room,f,1,0,1,457,4.78,4.79,4.85,4.86,4.86,4.93,4.78,1,10,0.96
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,5,1448,4.82,4.85,4.82,4.84,4.94,4.93,4.88,2,1125,2.49
within an hour,t,t,Private room in home,Private room,f,1,1,2,327,4.8,4.81,4.83,4.87,4.93,4.74,4.84,2,160,1.66
within an hour,t,t,Entire condo,Entire home/apt,f,0.9,1,4,1362,4.81,4.91,4.92,4.87,4.69,4.96,4.87,2,1125,3.56
within an hour,t,t,Entire home,Entire home/apt,f,1,1,6,1949,4.84,4.96,4.96,4.97,4.87,4.97,4.91,2,200,0.6
within an hour,f,t,Private room in rental unit,Private room,t,1,0.93,2,713,4.84,4.89,4.72,4.91,4.94,4.87,4.75,1,1125,1.42
within an hour,f,t,Entire home,Entire home/apt,f,1,0.71,6,6354,5,5,5,5,5,4.95,4.68,1,90,0.17
within an hour,t,t,Private room in home,Private room,f,1,1,1,327,4.96,4.92,4.9,4.88,4.94,4.94,4.86,2,200,0.45
within an hour,f,t,Private room in condo,Private room,f,1,1,2,529,4.87,4.87,4.8,4.91,4.93,4.89,4.81,3,31,1.24
within an hour,f,t,Private room in home,Private room,t,1,1,2,272,4.82,4.88,4.76,4.94,5,4.56,4.75,2,1125,0.25
within a day,f,t,Private room in rental unit,Private room,f,1,0.88,1,450,4.69,4.92,4.23,4.85,4.85,4.92,4.62,1,90,0.12
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,2,1398,4.81,4.9,4.84,4.91,4.94,4.91,4.81,3,1125,2.51
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,1,1006,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,180,1.1
within a few hours,f,t,Private room in condo,Private room,f,1,1,1,896,4.82,4.57,4.96,4.96,4.75,4.93,4.71,2,1125,0.24
within a day,f,t,Private room in guest suite,Private room,f,0.83,0.86,2,1036,4.93,4.94,4.97,4.96,4.91,4.97,4.94,2,365,1.33
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,1,2,500,5,5,5,5,5,5,5,3,28,0.4
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,4,1452,4.85,4.91,4.91,4.7,4.79,4.94,4.88,2,1125,0.28
within a day,f,t,Private room in rental unit,Private room,f,1,0.88,1,400,4.82,4.71,4.75,4.63,4.88,4.88,4.82,1,120,0.18
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1400,4.88,4.93,4.88,4.95,4.98,4.99,4.87,1,1125,3.18
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.99,4,615,4.46,4.42,4.51,4.7,4.72,4.76,4.47,1,22,3.12
within a day,t,t,Private room in bed and breakfast,Private room,f,0.6,0.46,14,14143,4.69,4.56,4.73,4.78,4.84,4.98,4.47,1,14,0.39
within an hour,f,t,Private room in rental unit,Private room,f,1,0.92,1,450,4.92,4.92,4.84,4.97,4.97,4.89,4.89,1,13,0.37
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.77,3,1250,4.92,4.85,4.62,4.88,4.96,4.88,4.69,2,1125,0.24
within a day,t,t,Private room in rental unit,Private room,f,0.67,0.82,2,450,4.76,4.89,4.91,4.8,4.71,4.76,4.82,2,1125,0.42
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.77,3,385,4.78,5,5,5,4.89,4.89,5,2,1125,0.1
within a day,f,t,Private room in rental unit,Private room,f,0.6,0,2,700,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,7,1.1
within an hour,f,t,Private room in rental unit,Private room,f,1,0.85,2,295,4.63,4.69,4.94,4.75,4.75,4.94,4.69,1,1125,0.15
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,1180,4.41,4.47,4.76,4.71,4.53,4.88,4.35,3,60,0.15
within a day,t,t,Entire home,Entire home/apt,f,1,1,6,4481,5,5,5,5,5,5,5,1,21,0.05
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,4,1797,4.75,4.79,4.83,4.96,4.96,4.75,4.71,3,90,0.22
within an hour,f,t,Private room in home,Private room,f,1,1,2,700,4.86,4.86,4.6,4.95,4.96,4.95,4.86,3,28,1.12
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,381,4.94,5,5,4.94,5,4.56,4.81,3,1125,0.15
within a day,t,t,Private room in home,Private room,f,1,1,2,908,4.78,4.84,4.89,4.95,4.84,4.95,4.68,1,21,0.18
within a few hours,t,t,Entire condo,Entire home/apt,f,1,1,2,2500,4.77,4.82,4.77,4.9,4.95,5,4.48,1,1125,0.17
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0,2,599,4.84,4.96,4.94,4.87,4.89,4.96,4.8,3,15,0.65
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0,1,457,1,1,1,1,3,1,1.5,1,1125,0.02
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.99,5,1466,4.82,4.87,4.79,4.87,4.96,4.91,4.81,1,60,0.78
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.93,2,2033,4.9,4.93,4.94,4.92,4.88,4.96,4.87,2,1125,1.97
within an hour,f,t,Private room in home,Private room,f,1,1,1,732,5,5,5,5,5,5,5,3,90,0.02
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.99,0.99,2,685,4.43,4.61,4.67,4.79,4.7,4.88,4.41,1,1125,0.84
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.5,4,2559,4.86,4.95,4.9,5,4.86,5,4.76,1,45,0.25
within a day,f,t,Entire condo,Entire home/apt,f,1,1,2,817,5,5,4.74,5,5,4.79,4.89,1,35,0.27
within a few hours,f,t,Entire rental unit,Entire home/apt,f,0.9,0.64,4,1071,3.38,3.38,3.5,3.75,3.75,3.25,3.5,1,1125,0.07
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,876,4.94,5,4.88,4.94,4.97,4.91,4.91,1,365,0.26
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.74,1,1489,4.73,4.81,4.78,4.95,4.89,4.76,4.68,2,1125,0.39
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.81,1,1900,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
Desconocido,f,t,Entire condo,Entire home/apt,f,0.9,0.9,1,708,4.93,4.93,4.87,4.93,5,4.67,5,1,365,0.13
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.92,2,1350,4.64,4.76,4.76,4.92,4.9,4.87,4.67,2,60,1.33
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.81,7,3420,4.92,4.92,4.96,5,4.83,4.88,4.88,3,30,0.19
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.81,6,5820,5,5,5,5,5,5,5,3,21,0.02
a few days or more,f,t,Private room in home,Private room,f,0,0.86,1,220,4.8,4.83,4.77,4.89,4.88,4.51,4.79,1,1125,0.46
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.95,4,1237,4.82,4.91,4.84,4.92,4.95,4.98,4.86,1,95,0.75
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.93,4,1947,4.84,4.86,4.92,4.91,4.9,4.89,4.81,2,1000,1.29
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,1,350,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,150,1.1
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.6,2,878,4.52,4.59,4.63,4.78,4.67,4.7,4.44,1,1125,0.34
within an hour,f,t,Private room in guest suite,Private room,f,1,1,2,550,4.66,4.83,4.66,4.92,4.95,4.93,4.6,1,1125,3.51
within a day,f,t,Private room in guest suite,Private room,f,0.83,0.86,2,1036,4.75,4.86,4.91,4.87,4.78,4.94,4.79,2,365,0.6
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,2,3089,4.86,4.92,4.84,4.94,4.88,4.9,4.71,2,1125,1.22
within an hour,t,t,Private room in home,Private room,t,1,1,2,1271,4.98,5,5,4.99,5,5,4.94,2,30,1.17
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.97,5,2723,4.96,4.96,5,5,4.96,5,4.91,1,365,0.2
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,2934,4.91,4.97,4.95,4.92,4.83,4.96,4.84,2,90,2.22
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,2,2814,4.92,4.94,4.95,4.99,4.96,5,4.87,2,1125,3.11
within an hour,t,t,Private room in condo,Private room,f,1,1,2,850,4.87,4.96,4.74,4.98,4.96,4.98,4.83,2,28,0.67
within a few hours,f,t,Private room in rental unit,Private room,f,1,0.73,1,240,4.96,4.89,4.85,4.88,4.96,4.8,4.96,1,90,0.29
within an hour,t,t,Private room in home,Private room,f,1,1,2,400,5,5,5,5,5,5,5,3,1125,0.02
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0.9,2,381,4.88,4.88,5,4.88,4.96,4.54,4.77,3,1125,0.22
within an hour,f,t,Room in serviced apartment,Hotel room,t,1,0.86,3,2808,4,5,5,5,3,5,4,1,365,0.02
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.91,4,2941,4.95,4.97,4.94,4.98,4.95,4.98,4.92,2,48,1.69
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.63,3,1216,4.6,4.76,4.79,4.97,4.67,4.87,4.6,3,1125,0.3
Desconocido,f,t,Private room in rental unit,Private room,f,0.9,0,1,250,4.67,4.33,5,4.67,4.67,5,4.33,1,1125,0.03
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.67,2,420,4.58,4.69,4.17,4.83,4.67,4.67,4.42,1,150,0.68
Desconocido,f,t,Entire guesthouse,Entire home/apt,f,0.9,0.9,2,900,4.76,4.84,4.79,4.92,4.87,4.94,4.69,3,1125,0.57
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,1,2,566,5,5,5,5,5,5,5,2,1125,0.03
within a few hours,t,t,Entire home,Entire home/apt,f,0.92,0.58,16,2561,4.83,4.78,4.75,4.94,4.97,4.48,4.8,1,1125,1.43
within an hour,t,t,Private room in guesthouse,Private room,f,1,1,2,545,4.9,4.78,4.8,4.98,4.98,4.73,4.8,2,1125,0.4
within an hour,f,t,Private room in rental unit,Private room,t,1,1,2,600,4.63,4.75,4.5,4.94,4.94,4.88,4.75,1,1825,0.15
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,1,4,3068,4.74,4.82,4.77,4.88,4.77,4.97,4.77,1,1000,1.05
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,4,1362,4.72,4.71,4.78,4.71,4.65,4.82,4.72,2,60,0.62
within an hour,f,t,Entire loft,Entire home/apt,f,1,0.64,2,980,4.79,4.9,4.88,4.94,4.89,4.84,4.78,1,1125,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1685,4.92,4.88,4.95,4.98,4.98,4.95,4.85,3,1125,2.76
within a few hours,t,t,Private room in rental unit,Private room,f,1,0.77,1,290,4.81,4.85,4.78,4.89,5,4.85,4.63,2,1125,0.25
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.96,4,1346,4.76,4.78,4.78,4.93,4.97,4.88,4.72,1,1125,0.9
within an hour,f,t,Private room in rental unit,Private room,f,1,0,1,540,5,4.7,4.8,5,5,4.6,4.9,1,1125,0.09
within an hour,t,t,Entire serviced apartment,Entire home/apt,f,1,0.94,2,2564,4.9,4.94,4.96,4.85,4.9,4.96,4.9,1,250,1.83
within a few hours,f,t,Private room in rental unit,Private room,f,1,0,2,366,4.83,5,4.83,4.83,4.83,4.5,4.67,3,365,0.05
within a day,f,t,Entire rental unit,Entire home/apt,f,0.5,0,2,1362,4.67,4.82,4.68,4.73,4.59,4.59,4.59,1,365,0.19
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,6,594,4.7,4.42,4.7,4.88,4.94,4.61,4.73,3,1125,0.31
within a few hours,f,t,Entire home,Entire home/apt,f,1,0.9,5,549,4.67,4.67,4.17,4.83,4.67,4.42,4.42,1,365,0.12
within an hour,t,t,Entire loft,Entire home/apt,f,1,1,2,1109,4.92,4.94,4.89,4.99,4.99,4.9,4.94,1,1125,0.78
within a day,f,t,Private room in home,Private room,f,1,0.91,1,220,4.5,5,4.5,5,5,5,5,1,1125,0.03
within an hour,t,t,Private room in serviced apartment,Private room,f,1,1,2,750,4.97,4.98,4.99,4.98,4.97,4.96,4.98,1,60,1.72
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.81,4,4938,5,5,5,5,5,5,5,3,30,0.01
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.81,2,3731,5,5,5,5,4,3,4,3,21,0.01
Desconocido,f,t,Entire rental unit,Entire home/apt,t,0.9,1,2,914,4.77,4.85,4.73,4.94,4.91,4.76,4.83,3,30,0.65
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.81,4,5809,5,5,5,5,5,5,5,3,30,0.04
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1362,4.74,4.78,4.63,4.91,4.95,4.73,4.72,2,365,1.47
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,4,1232,4.81,4.84,4.89,4.93,4.95,4.96,4.82,2,364,2.05
within a day,f,t,Private room in home,Private room,f,1,0.91,1,246,4.75,4.88,4.94,4.94,5,5,4.75,1,1125,0.21
Desconocido,f,f,Shared room in rental unit,Shared room,f,0.9,0,2,1815,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within a few hours,t,t,Private room in guest suite,Private room,f,1,1,1,349,4.91,4.89,4.92,5,4.94,4.98,4.89,2,1125,0.69
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1989,4.85,4.88,4.83,4.97,4.98,4.94,4.76,3,1125,2.27
Desconocido,f,t,Private room in condo,Private room,f,0.9,0.9,2,549,5,5,5,5,5,4.67,4.67,1,30,0.05
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.93,2,980,4.75,4.76,4.85,4.89,4.94,4.6,4.82,3,1000,1.21
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.64,4,800,4.92,4.96,4.92,5,4.94,4.96,4.88,1,1125,0.47
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,2,1943,4.86,4.88,4.89,4.97,4.97,4.9,4.84,3,1125,2.71
within a day,f,t,Entire home,Entire home/apt,f,1,0,4,5999,5,5,4.91,4.95,5,5,4.95,1,21,0.17
a few days or more,f,f,Private room in rental unit,Private room,f,0,0,1,650,4.7,4.8,4.7,4.8,4.8,4.8,4.7,3,7,1.1
Desconocido,f,f,Private room in condo,Private room,f,0.9,0.9,2,1500,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,365,1.1
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.75,8,9059,4.91,4.88,4.84,4.98,4.94,4.83,4.72,1,1125,0.78
Desconocido,f,t,Private room in condo,Private room,f,0.9,0,1,508,5,5,5,5,4,5,3,1,180,0.01
within an hour,t,t,Room in boutique hotel,Hotel room,f,1,0.94,2,2900,4.96,5,5,5,4.96,4.92,4.92,1,90,0.22
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.98,3,1757,4.92,4.91,4.91,4.99,4.99,4.94,4.87,3,1125,2.63
within an hour,t,t,Entire condo,Entire home/apt,f,1,1,2,788,4.95,4.89,4.92,4.97,5,4.78,4.92,3,1125,0.58
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.99,3,1180,4.82,4.88,4.94,4.97,4.79,4.91,4.85,1,1125,2.2
Desconocido,f,f,Private room in rental unit,Private room,f,0.9,0,1,1171,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.1
within an hour,f,t,Entire home,Entire home/apt,t,1,1,10,826,4.48,4.5,4.51,4.77,4.76,4.59,4.48,2,1125,0.66
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.9,6,1000,4.75,4.77,4.7,4.81,4.91,4.92,4.76,1,180,2.06
within a day,f,t,Entire condo,Entire home/apt,f,1,0.2,1,1280,4.68,4.79,4.68,4.74,4.74,4.84,4.63,3,1125,0.18
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.9,4,1130,4.58,4.5,4.54,4.85,4.86,4.73,4.61,1,1125,1.17
Desconocido,f,t,Entire loft,Entire home/apt,f,0.9,0.9,2,1870,4.9,4.89,4.93,4.87,4.94,4.98,4.82,2,1125,2.63
within a day,f,t,Private room in guest suite,Private room,f,0.83,0.86,2,1300,5,5,5,5,5,5,5,1,365,0.23
