host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,t,t,Entire rental unit,Entire home/apt,t,0.8,0.82,5,1793.33,4.77,4.8,4.76,4.67,4.69,4.83,4.72,2,1125,2.7
Desconocido,Desconocido,t,Private room in rental unit,Private room,f,1,0.9,1,400.4,4.83,4.88,4.92,4.77,4.68,4.56,4.71,2,7,0.57
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.8,0.98,4,2058.21,4.21,4.57,4.64,4.71,4.29,4.29,4.21,3,1124,0.15
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,5,1483.02,4.79,4.87,4.74,4.93,4.83,4.95,4.82,2,1100,5.35
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1144.99,4.87,4.94,4.88,4.94,4.95,4.78,4.87,2,14,5.5
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0,3,2695,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1000,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1222.76,4.87,4.94,4.9,4.96,4.96,4.8,4.9,2,14,5.51
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1196.58,4.86,4.92,4.9,4.96,4.96,4.77,4.87,2,14,5.53
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1005.62,4.79,4.86,4.92,4.87,4.9,4.44,4.79,2,1125,1.45
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,3,217.91,5,5,4,5,5,4,5,2,1125,0.02
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,4480.63,4.69,4.77,4.65,4.77,4.81,4.96,4.73,1,1125,0.28
Desconocido,Desconocido,t,Private room in rental unit,Private room,f,1,0.9,1,2302.3,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1000,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1386.77,4.65,4.76,4.61,4.89,4.82,4.82,4.64,2,1125,1.28
Desconocido,f,t,Entire home,Entire home/apt,f,1,1,4,2003.54,4.14,4.14,4.43,4.57,4.14,3.57,3.86,2,30,0.09
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0,5,3696,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.3
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0,3,2464,5,5,5,5,5,5,5,2,1000,0.03
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,12,2656.5,4.52,4.68,4.48,4.88,4.78,4.83,4.58,1,365,1.02
Desconocido,f,t,Private room in rental unit,Private room,t,1,0.96,4,1821.82,4.68,4.58,4.74,4.79,4.68,4.63,4.63,2,1125,0.21
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,13,2970.66,4.37,4.46,4.28,4.84,4.75,4.82,4.54,1,365,0.65
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,863.94,4.48,4.73,4.57,4.83,4.87,4.6,4.52,2,365,1.4
within an hour,f,t,Room in aparthotel,Entire home/apt,t,0.81,0.99,4,3686.76,4.69,5,5,4.75,5,4.92,4.67,1,1125,0.16
within an hour,f,t,Room in aparthotel,Hotel room,t,0.81,0.99,6,3686.76,4.56,4.64,4.49,4.64,3.92,4.87,4.64,1,1125,0.5
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.25,3,924,5,4.83,4.83,5,5,4.83,4.83,2,1125,0.07
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.99,1,3,1480.71,4.76,4.87,4.84,4.88,4.93,4.78,4.77,2,14,3.94
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,0.81,8,692.23,4.73,4.84,4.76,4.84,4.81,4.59,4.73,1,30,1.08
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,11,2656.5,4.18,4.24,4.09,4.81,4.55,4.75,4.28,1,365,0.75
within an hour,t,t,Entire loft,Entire home/apt,f,1,0.99,2,1908.83,4.92,4.94,4.91,4.96,4.96,4.99,4.92,2,200,4.53
within a few hours,Desconocido,t,Private room in home,Private room,f,1,0.94,2,637.56,4.96,5,5,4.98,4.96,4.6,4.79,1,1125,0.51
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1276.66,4.77,4.87,4.71,4.91,4.93,4.86,4.77,2,365,1.9
within an hour,f,t,Entire condo,Entire home/apt,f,1,0.88,2,2310,5,5,5,5,5,4.65,4.65,2,7,0.27
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.99,1,5,1995.07,4.88,4.9,4.88,4.87,4.91,4.83,4.88,1,14,3.91
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,2,1717.87,4.97,5,4.91,4.97,5,5,4.97,1,365,0.36
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0,4,1092.63,4.87,4.92,4.85,4.97,4.97,4.98,4.9,2,365,2.58
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,6,4180.33,4.95,4.95,4.95,4.97,4.98,4.85,4.89,2,90,3.42
within an hour,Desconocido,t,Room in bed and breakfast,Hotel room,t,1,0.97,3,1962.73,4.33,4.27,4.49,4.82,4.88,4.58,4.47,1,1125,0.47
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,7,2065.14,4.19,4.52,4.19,4.71,4.58,4.71,4.39,1,365,0.36
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1147.3,4.87,4.92,4.85,4.95,4.97,4.8,4.89,2,1123,5.16
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1124.2,4.82,4.92,4.9,4.91,4.94,4.57,4.8,2,1000,1.02
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1071.84,4.79,4.86,4.86,4.95,4.95,4.66,4.83,2,1000,1.28
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1126.51,4.85,4.85,4.88,4.94,4.91,4.94,4.79,2,1000,0.4
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.8,0.98,5,2276.89,4.71,4.71,4.71,4.86,4.57,4.71,4.71,3,1124,0.53
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.85,2,1046.43,4.68,4.79,4.58,4.93,4.92,4.72,4.59,1,1125,0.72
within an hour,Desconocido,t,Private room in rental unit,Private room,t,1,0.99,5,578.27,4.31,4.58,4.38,4.8,4.67,4.56,4.55,1,1125,1.3
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,11,2708.86,4.51,4.52,4.45,4.75,4.75,4.82,4.58,1,365,0.71
within an hour,Desconocido,t,Private room in rental unit,Private room,t,1,0.99,2,522.83,4.28,4.59,4.45,4.74,4.65,4.52,4.48,1,1125,1.3
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,9,2573.34,4.38,4.44,4.27,4.89,4.8,4.77,4.42,1,365,1
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,1540,4.93,4.94,4.96,4.95,4.97,4.91,4.93,2,35,0.97
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,7,2085.16,4.41,4.5,4.28,4.74,4.65,4.81,4.41,1,365,0.64
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,1,7,2524.06,4.91,4.94,4.93,4.94,4.96,4.5,4.87,2,1125,0.59
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,1,2,1212.75,4.86,4.89,4.95,4.91,4.92,4.92,4.89,1,1125,4.95
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1548.47,5,4.92,4.96,4.96,4.96,4.96,4.96,2,60,0.3
within an hour,f,t,Private room in home,Private room,f,1,0,2,731.5,5,5,5,5,5,5,5,2,1125,0.01
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,938.63,4.9,4.93,4.93,4.91,4.94,4.64,4.91,2,1125,5.08
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,615.23,4.91,4.94,4.95,4.94,4.95,4.63,4.91,2,1125,1.07
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,5,801.57,4.87,4.96,4.78,5,5,4.95,4.9,2,1125,0.27
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,2,770,4.57,4.71,4.57,4.86,4.71,4.86,4.5,3,1125,0.15
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,4,1560.79,4.71,4.81,4.79,4.79,4.66,4.94,4.77,2,20,3.38
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1505.35,4.8,4.9,4.9,4.88,4.89,4.83,4.77,3,180,2.51
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,2,1496.11,4.87,4.87,4.87,4.88,4.93,4.99,4.86,2,1125,3.98
within a few hours,t,t,Entire condo,Entire home/apt,f,1,0.99,2,2156,4.91,4.92,4.83,4.93,4.88,4.88,4.82,2,1125,3.12
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,1,3,910.91,4.73,4.88,4.65,4.96,5,4.58,4.81,2,1124,0.31
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,5,2279.97,4.88,4.93,4.86,4.96,4.98,4.93,4.85,2,1124,4.31
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.94,2,1121.89,4.81,4.9,4.78,4.87,4.92,4.69,4.8,2,1125,1.67
within an hour,t,t,Entire guest suite,Entire home/apt,f,1,0.95,5,1620.85,4.9,4.85,4.86,4.99,4.97,4.64,4.82,3,360,0.8
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,2003.54,4.95,4.94,4.91,4.97,4.96,4.98,4.89,2,1125,3.34
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.9,2,1868.02,4.77,4.83,4.91,4.75,4.79,4.99,4.79,3,1125,1.42
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.26,5,1540,4.74,4.91,4.89,4.89,4.94,4.72,4.79,3,1125,0.52
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1311.31,4.62,4.76,4.66,4.87,4.78,4.74,4.67,2,60,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,1938.86,4.58,4.73,4.74,4.68,4.77,4.86,4.64,2,365,1.63
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,9,4248.86,4.69,4.78,4.67,4.92,4.82,4.92,4.75,2,1125,1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1384.46,4.65,4.71,4.75,4.79,4.83,4.87,4.67,2,365,1.36
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1704.01,4.77,4.8,4.83,4.89,4.87,4.74,4.72,1,1125,0.9
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1780.24,4.81,4.9,4.84,4.91,4.96,4.94,4.83,2,1066,3.34
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,6,1256.64,4.9,4.91,4.84,4.95,4.96,4.79,4.86,3,1125,2.12
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,1027.95,4.66,4.68,4.53,4.45,4.29,4.52,4.67,3,1125,0.41
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,8360.66,4.96,4.92,4.89,4.81,4.96,5,4.89,1,365,0.3
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,3957.8,4.87,4.74,4.87,4.87,4.96,5,4.87,1,365,0.26
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,5172.86,5,5,5,5,5,5,4.85,1,365,0.15
within an hour,f,t,Room in serviced apartment,Hotel room,t,1,1,3,1540.77,4.86,4.71,4.86,4.86,5,4.29,4.86,1,1125,0.09
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.66,4,713.02,4.83,4.85,4.87,4.94,4.92,4.73,4.86,2,1125,3.28
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,8,8360.66,4.94,4.93,4.85,4.87,4.89,4.93,4.71,3,365,0.51
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,3,2477.09,4.64,4.82,4.91,5,4.91,5,4.73,1,365,0.12
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2477.09,5,5,5,4.5,5,5,5,1,365,0.02
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0,4,1158.08,4.94,4.93,4.83,4.99,4.99,4.88,4.85,2,1125,0.77
a few days or more,f,f,Entire home,Entire home/apt,f,0,0,8,2695,4.57,4.57,4.71,4.86,4.71,4.86,4.86,2,1125,0.09
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2477.09,5,5,5,5,5,5,4.67,1,365,0.04
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2477.09,4.93,4.93,4.93,5,5,5,4.6,1,365,0.17
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1912.68,5,4.92,4.85,4.85,4.85,5,4.85,1,365,0.14
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,2107.49,4.39,4.42,4.6,4.48,4.76,4.78,4.51,2,1125,1.47
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,2911.37,4.96,4.98,4.98,4.97,4.98,4.96,4.92,2,40,1.96
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0,0,5,5463.92,3,5,3,5,3,3,3,2,500,0.04
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1694,4.87,4.92,4.9,4.94,4.99,4.8,4.87,3,1125,3.13
within an hour,f,t,Entire serviced apartment,Entire home/apt,f,0.71,0.88,16,6554.24,4.45,4.33,4.5,4.72,4.65,4.83,4.5,2,1125,0.71
within an hour,f,t,Entire serviced apartment,Entire home/apt,f,0.71,0.88,16,6554.24,4.52,4.35,4.52,4.84,4.81,4.81,4.44,2,1125,0.4
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.75,5,2720.41,4.99,4.99,4.99,4.99,4.99,4.97,4.99,3,90,0.77
Desconocido,f,f,Entire guest suite,Entire home/apt,f,1,0.9,2,18214.35,4.96,4.96,4.95,4.97,4.98,4.9,4.96,2,1125,1.77
within an hour,f,t,Entire serviced apartment,Entire home/apt,f,0.71,0.88,16,9139.9,4.58,4.38,4.34,4.62,4.64,4.81,4.56,2,1125,0.76
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.38,6,1901.9,4.64,4.73,4.47,4.77,4.52,4.79,4.79,2,1125,0.73
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,2,1331.33,4.93,4.97,4.93,4.87,5,5,4.73,3,90,0.38
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2331.56,4.5,4.69,4.63,4.88,4.88,4.5,4.5,1,1125,0.18
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,1,2,586.74,4.76,4.82,4.87,4.8,4.84,4.56,4.74,2,1125,2.31
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.88,2,503.58,4.53,4.69,4.36,4.65,4.51,4.96,4.55,3,1124,0.6
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,0.88,4,692.23,5,4.75,4.75,5,4.75,5,5,2,1125,0.06
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,10,3533.53,4.25,4.36,4.11,4.71,4.68,4.57,4.36,3,1125,0.31
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1803.34,4.5,4.7,4.5,4.6,5,4.9,4.7,3,1125,0.12
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1275.12,4.81,4.92,4.85,4.91,4.91,4.83,4.82,2,1125,2.73
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,10,3533.53,4.4,4.4,3.97,4.73,4.83,4.73,4.63,3,1125,0.35
within an hour,f,t,Private room in hostel,Private room,t,1,0.89,1,1177.33,4.42,4.19,4.38,4.85,4.73,4.96,4.42,1,1125,0.29
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,6,1808.73,4.76,4.83,4.63,4.85,4.91,4.93,4.7,2,1125,0.53
within an hour,f,t,Room in hostel,Hotel room,t,1,1,3,1516.9,3.88,4.33,3.98,4.3,4.08,3.95,4.25,1,365,0.48
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.98,4,1452.22,4.92,4.97,4.89,4.97,4.99,4.87,4.88,2,1125,1.79
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.96,6,3388,4.91,4.96,4.79,4.97,4.98,4.82,4.82,3,32,1.05
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1639.33,4.94,4.94,4.93,4.96,4.95,4.98,4.86,2,1125,2.07
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.67,2,1147.3,4.65,4.86,4.65,4.92,4.84,4.95,4.57,2,1125,0.42
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1155,4.82,4.89,4.83,4.85,4.82,4.29,4.86,2,1125,0.76
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,5,1309,4.84,4.93,4.79,4.95,4.93,4.64,4.95,2,1125,0.67
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,2812.81,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,1125,1.3
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1566.18,4.63,4.72,4.77,4.56,4.78,4.83,4.67,2,365,4.74
within an hour,t,t,Entire condo,Entire home/apt,t,1,1,6,2820.51,4.98,4.97,4.97,4.97,4.98,4.94,4.9,2,1125,4.82
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1014.86,4.61,4.7,4.65,4.76,4.83,4.91,4.65,2,365,3.96
within an hour,Desconocido,t,Private room in rental unit,Private room,t,1,1,2,1155,4.76,4.71,4.88,5,4.88,4.35,4.35,3,1125,0.19
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.87,2,1027.95,4.94,4.95,4.86,4.93,4.93,4.84,4.9,3,1125,1.37
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,3,819.28,4.89,4.92,4.91,4.9,4.91,4.83,4.86,2,1125,4.15
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1503.81,4.73,4.88,4.84,4.54,4.77,4.77,4.76,3,250,1.63
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.88,2,448.91,4.51,4.74,4.22,4.66,4.75,4.85,4.69,2,1125,0.72
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0,5,819.28,4.67,4.71,4.9,4.9,4.76,4.62,4.67,1,60,0.24
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1111.11,4.74,4.82,4.5,4.9,4.81,4.71,4.74,2,1125,0.76
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,10,4067.14,4.84,4.88,4.87,4.9,4.9,4.75,4.81,2,1125,2.07
Desconocido,f,f,Private room in home,Private room,f,1,0.9,4,2112.88,4,5,5,5,5,5,4,1,30,0.01
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,3,1365.98,4.94,4.78,4.94,4.94,4.94,4.94,4.94,2,365,1.56
Desconocido,f,f,Private room in home,Private room,f,1,0.9,5,2276.89,4,5,4,5,5,5,5,1,30,0.02
Desconocido,f,f,Private room in home,Private room,f,1,0.9,2,1092.63,4.05,4.22,4.44,3.89,4.28,4.72,4.28,1,30,0.23
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.71,0.88,5,1896.51,4.47,4.51,4.39,4.91,4.79,4.79,4.45,1,365,0.84
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,6,4743.2,4.88,4.91,5,4.97,5,4.94,4.79,3,90,0.38
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,4,1660.89,4.71,4.71,4.57,4.79,4.86,4.86,4.79,3,365,0.17
within an hour,f,t,Entire villa,Entire home/apt,t,1,1,2,1309,4.56,4.67,4.61,4.61,4.44,4.5,4.39,3,365,0.24
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,10,6382.53,4.63,4.7,4.81,4.74,4.88,4.67,4.51,2,1124,0.49
within a day,f,t,Entire rental unit,Entire home/apt,f,0.9,0.91,2,1463,4.93,4.95,4.85,4.95,4.94,4.94,4.93,3,1125,1.31
within an hour,f,t,Private room in hostel,Private room,t,1,0.89,3,2364.67,4.83,4.67,4.5,4.75,4.5,5,4.58,1,1125,0.16
within an hour,t,t,Room in serviced apartment,Hotel room,t,1,0.99,6,4777.08,4.94,4.96,5,4.98,5,4.98,4.88,2,1125,0.81
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2914.45,4.67,4.67,5,5,5,5,4,2,1125,0.05
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,715.33,4.28,4.48,4.12,4.64,4.32,4.96,4.52,1,1125,0.3
Desconocido,Desconocido,f,Private room in rental unit,Private room,f,1,0.9,2,12258.4,4.6,5,3.8,4.4,4.6,5,4.6,1,5,0.06
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,659.12,4.67,4.63,4.67,4.81,4.74,4.96,4.81,1,1125,0.31
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,620.62,4.41,4.54,4.39,4.59,4.56,4.88,4.59,1,1125,0.46
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,1,5,7699.23,4.79,4.89,4.63,4.91,4.9,4.82,4.87,1,1125,3.62
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,620.62,4.58,4.65,4.6,4.84,4.75,4.92,4.68,1,1125,1.3
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,588.28,4.31,4.42,4.19,4.54,4.27,4.81,4.35,1,1125,0.29
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.74,5,2084.39,4.8,4.8,5,4.6,5,5,4.8,3,1125,0.06
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,8615.53,4.43,4.86,4.43,4.71,4.86,4.57,4.71,2,1125,0.08
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,412.72,4.27,4.46,4.27,4.59,4.54,4.71,4.49,1,1125,0.48
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,2529.45,4.89,4.91,4.92,4.98,4.99,4.82,4.84,1,14,3.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.67,6,1613.15,4.83,4.84,4.73,4.89,4.91,4.89,4.72,3,1125,0.73
within an hour,f,t,Entire villa,Entire home/apt,t,1,1,7,2695,4.5,4.44,4.31,4.88,4.38,4.56,4.38,3,365,0.19
within an hour,f,t,Shared room in hostel,Shared room,t,1,0.89,1,380.38,4.51,4.76,4.52,4.75,4.76,4.96,4.67,1,1125,0.91
within an hour,f,t,Entire villa,Entire home/apt,t,1,1,5,1881.11,4,4.83,3.83,4.17,5,5,4,3,365,0.09
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.8,0.98,2,1456.84,5,5,5,5,5,5,4,3,1124,0.09
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1221.22,5,4.88,4.94,4.94,4.94,5,4.71,2,365,1.79
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,1660.89,4.5,4.9,4.8,5,4.9,4.7,4.7,2,365,0.13
within a day,f,t,Entire rental unit,Entire home/apt,f,1,1,4,1463,4.89,4.93,4.8,4.9,4.96,4.9,4.85,1,1125,1.38
Desconocido,t,t,Entire rental unit,Entire home/apt,f,1,0.5,2,669.9,4.86,4.93,4.84,4.9,4.95,4.67,4.87,2,1125,4.09
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.75,4,1650.88,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1,365,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1155,4.91,4.95,4.62,5,4.99,4.79,4.93,2,40,0.9
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,4,1242.78,4.56,4.69,4.54,4.83,4.81,4.72,4.65,1,1125,2.72
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,6,2752.75,4.75,4.75,4.5,4.75,5,5,4.25,1,1125,0.05
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.99,2,1706.32,4.82,4.88,4.86,4.84,4.85,5,4.85,3,1125,4.74
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,975.59,4.81,4.88,4.77,4.93,4.96,4.85,4.85,2,1125,4.31
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.69,13,2818.2,4.75,4.82,4.75,4.85,4.87,4.97,4.81,2,1125,2.42
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,0.86,4,813.89,4.91,4.78,4.91,4.78,4.91,4.91,4.87,2,1125,0.26
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,4,1483.02,4.77,4.78,4.7,4.92,4.89,4.97,4.79,1,1125,3.19
Desconocido,Desconocido,t,Private room in rental unit,Private room,t,1,0.9,7,1109.57,4.67,4.75,4.63,4.92,4.63,4.33,4.58,2,1125,0.26
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0,2,847,5,5,5,5,5,4.5,4.5,2,1125,0.02
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,1218.14,4.68,4.79,4.82,4.62,4.79,4.91,4.73,2,365,3.32
Desconocido,f,f,Entire rental unit,Entire home/apt,f,1,1,4,2023.56,4.7,4.8,4.7,4.8,4.8,4.8,4.7,2,1125,1.3
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.94,0.96,5,2508.66,4.73,4.83,4.6,4.85,4.86,4.93,4.72,2,1125,2.86
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,1671.67,4.88,4.91,4.82,4.92,4.94,4.71,4.87,2,1125,3.98
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,1,0.95,6,2986.83,4.6,4.65,4.72,4.73,4.61,4.53,4.73,1,1125,0.76
within an hour,Desconocido,t,Private room in bed and breakfast,Private room,t,1,0.95,2,1439.13,4,4.4,3.8,4.8,5,4.4,4.4,3,1125,0.06
within an hour,f,t,Entire rental unit,Entire home/apt,f,0.95,0.99,5,957.11,4.56,4.7,4.54,4.69,4.58,4.56,4.58,3,1125,1.61
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.74,5,1959.65,4.58,4.67,4.83,5,4.91,4.82,4.55,2,1125,0.14
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.92,4,1061.83,4.86,4.93,4.82,4.9,4.92,4.74,4.87,3,1125,1.57
within a day,f,t,Room in bed and breakfast,Hotel room,t,0.63,0.92,2,1564.64,4.38,4.5,4.63,4.88,4.88,4.38,4.63,1,1125,0.1
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.74,4,1886.5,4.86,4.86,4.86,5,5,4.71,4.86,3,1125,0.08
within an hour,f,t,Entire villa,Entire home/apt,f,1,0.5,4,3812.27,4.75,4.91,4.75,4.91,4.79,4.82,4.86,3,1125,0.68
within an hour,f,t,Room in serviced apartment,Hotel room,t,0.8,0.98,5,2222.22,5,4.8,5,4.8,5,4.8,4.7,3,1124,0.01
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,0.87,4,1873.41,4.81,4.84,4.47,4.94,4.81,4.72,4.72,3,1125,0.37
within an hour,f,t,Entire loft,Entire home/apt,t,1,1,9,3260.18,4.15,4.44,4.15,4.59,4.63,4.81,4.56,3,1125,0.32
