host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within a day,Desconocido,t,Private room in rental unit,Private room,f,1,0.89,2,663.74,4.51,4.6,4.12,4.64,4.95,4.54,4.53,2,7,0.6
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.97,16,2772,4.72,4.83,4.25,4.87,4.89,4.8,4.73,2,1125,1.04
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,3,5399.24,4.57,4.59,4.8,4.83,4.78,4.35,4.74,1,1125,1.32
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.95,4,2039.73,4.72,4.87,4.76,4.87,4.72,4.96,4.67,3,1125,0.48
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.95,4,2222.22,4.57,4.82,4.57,4.86,4.92,5,4.57,3,1125,0.49
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.95,4,2695.77,4.54,4.7,4.41,4.75,4.81,4.98,4.5,3,1125,0.76
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.95,4,2695.77,4.41,4.59,4.29,4.78,4.78,4.88,4.39,3,1125,0.39
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,4,4074.84,4.79,4.76,4.89,4.8,4.88,4.67,4.82,1,1125,1.49
Desconocido,f,f,Entire rental unit,Entire home/apt,f,1,0.9,3,1074.92,5,5,4.5,4,5,5,4.5,2,365,0.01
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,0.9,3,720.72,4.88,4.94,4.88,4.94,4.93,4.82,4.87,1,1125,4.73
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2477.09,4.92,4.79,5,5,4.96,4.96,4.83,1,365,0.17
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1912.68,4.71,4.57,4.81,4.78,4.85,4.97,4.67,1,365,0.67
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0,3,1155,4.82,5,4.75,5,4.81,4.6,4.93,2,1125,0.15
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.93,3,1309,4.96,4.98,4.92,4.94,4.98,4.72,4.92,1,30,1.78
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,4,2159.85,4.94,4.95,4.94,4.94,4.95,4.94,4.88,3,700,3.18
within an hour,f,t,Entire serviced apartment,Entire home/apt,t,0.99,0.98,4,1589.28,4.25,4.32,4.62,4.5,4.42,4.64,4.46,1,90,1.22
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,5,2576.42,4.83,4.94,4.91,4.98,4.93,4.81,4.87,2,4,0.43
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,3,5399.24,4.66,4.74,4.86,4.86,4.86,4.45,4.78,1,1125,3.08
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,6,3689.84,4.71,4.5,4.71,4.64,4.64,4.93,4.43,1,365,0.09
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.95,3,1324.4,4.58,4.78,4.55,4.74,4.72,4.8,4.65,1,1125,1.92
within a day,f,t,Entire rental unit,Entire home/apt,f,1,1,3,2276.89,4.76,4.84,4.79,4.84,4.84,4.9,4.79,2,365,2.13
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2688.07,4.9,4.92,4.9,4.94,4.96,4.98,4.85,1,365,4.94
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,733.81,4.42,4.66,4.5,4.8,4.81,4.91,4.57,2,1125,4.94
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1730.19,4.91,4.92,4.85,4.95,4.97,4.9,4.87,3,1124,1.82
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,7,1175.79,4.54,4.66,4.62,4.7,4.8,4.52,4.65,1,365,1.1
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,853.16,4.52,4.7,4.46,4.67,4.73,4.71,4.59,2,365,2.54
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,903.21,4.57,4.7,4.59,4.7,4.82,4.76,4.67,2,365,1.98
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,1,4,816.2,4.76,4.83,4.83,4.9,4.93,4.58,4.81,1,90,5.55
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,822.36,4.43,4.55,4.52,4.79,4.77,4.43,4.51,2,365,1.34
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,3,1248.17,4.92,4.9,4.93,4.96,4.94,4.76,4.86,3,1124,0.74
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,0.9,8,2237.62,4.8,4.82,4.9,4.8,4.83,4.88,4.76,2,1125,1.04
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,3,965.58,4.82,4.91,4.91,4.91,4.82,4.18,4.86,2,10,0.28
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1357.51,4.81,4.74,4.79,4.77,4.86,4.54,4.71,2,1125,0.55
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1327.48,4.75,4.84,4.81,4.81,4.94,4.88,4.84,3,30,0.41
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1473.01,4.71,4.78,4.75,4.7,4.85,4.94,4.82,2,365,2.77
within a few hours,t,t,Tiny home,Entire home/apt,f,1,0.82,3,702.24,4.55,4.7,4.17,4.78,4.84,4.72,4.56,2,21,1.1
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1912.68,4.68,4.77,4.83,4.78,4.76,4.96,4.48,1,365,0.32
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,3642.87,4.54,4.71,4.49,4.79,4.87,4.96,4.56,2,112,1.11
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,2009.7,4.88,4.92,4.83,4.9,4.93,4.95,4.8,3,1125,3.37
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1912.68,4.93,4.73,4.6,4.6,4.93,5,4.47,1,365,0.1
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,0.9,4,1594.67,4.94,4.97,4.95,4.98,4.98,4.77,4.82,2,180,0.92
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2107.49,4.88,4.84,4.81,4.8,4.96,4.96,4.76,1,365,0.18
within a day,f,t,Entire guest suite,Entire home/apt,f,1,0.38,4,2505.58,4.58,4.57,4.21,4.86,4.96,4.36,4.5,2,1125,0.24
a few days or more,Desconocido,t,Private room in rental unit,Private room,f,0.2,0,2,500.5,4.74,4.85,4.74,4.82,4.87,4.79,4.75,2,1125,2.91
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,2875.95,4.75,4.87,4.72,4.74,4.76,4.96,4.73,1,1125,4.42
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,3,5399.24,4.6,4.59,4.84,4.76,4.78,4.24,4.67,1,1125,1.13
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,9,6374.83,4.65,4.76,4.75,4.81,4.84,4.88,4.73,2,1125,0.92
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.98,0.97,4,2141.37,4.54,4.7,4.65,4.49,4.67,4.94,4.6,3,365,1.29
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.98,0.97,5,2058.21,4.57,4.76,4.59,4.66,4.71,4.94,4.59,3,365,1.6
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1584.66,4.54,4.63,4.54,4.63,4.58,4.75,4.48,1,1125,0.22
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.98,0.97,5,2610.3,4.62,4.74,4.68,4.66,4.8,4.95,4.66,3,365,2.38
Desconocido,f,t,Entire rental unit,Entire home/apt,t,1,0.9,4,835.45,4.91,4.97,4.88,4.97,4.89,4.88,4.85,2,365,0.63
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.76,0.99,12,3195.5,4.59,4.66,4.52,4.41,4.53,4.86,4.69,1,365,0.76
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,2,7798.56,4.72,4.66,4.87,4.84,4.82,4.66,4.8,1,1125,1.23
within an hour,t,t,Entire condo,Entire home/apt,f,1,0.98,3,1775.62,4.93,4.93,4.96,4.91,4.96,4.85,4.87,2,1125,3.98
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.76,4,1381.38,4.77,4.86,4.76,4.84,4.79,4.92,4.82,2,1125,0.84
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,2,4074.84,4.84,4.73,4.9,4.88,4.89,4.69,4.88,1,1125,0.95
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,6,7798.56,4.84,4.9,4.87,4.98,4.9,4.74,4.79,1,1125,0.48
within an hour,t,t,Private room in rental unit,Private room,t,1,1,1,513.59,4.86,4.78,4.9,4.81,4.9,4.81,4.86,2,365,0.43
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1459.92,4.74,4.88,4.8,4.65,4.7,4.95,4.78,2,15,3.82
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,710.71,4.59,4.68,4.55,4.83,4.81,4.39,4.59,2,365,1.82
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1155,4.93,4.93,4.67,5,5,4.77,4.86,2,1125,0.49
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,3,3200.89,4.79,4.81,4.89,4.92,4.86,4.88,4.7,2,1125,1.16
within an hour,f,t,Private room in serviced apartment,Private room,t,0.98,1,2,2253.02,4.31,4.31,4.44,4.38,4.56,4.75,4.38,1,1125,0.21
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1694,4.35,4.6,4.37,4.62,4.48,4.76,4.47,2,1125,1.73
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,4,6166.93,4.87,4.85,4.91,4.79,4.92,4.61,4.85,1,1125,0.96
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,692.23,4.46,4.63,4.56,4.88,4.87,4.89,4.58,2,1125,4.56
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,6,7127.12,4.88,4.95,5,4.95,4.89,4.79,4.84,1,1125,0.15
within a few hours,Desconocido,t,Private room in home,Private room,f,1,0.94,2,715.33,4.69,4.8,4.72,4.81,4.74,4.19,4.77,2,365,0.39
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,837.76,4.48,4.67,4.58,4.75,4.76,4.33,4.55,2,365,1.49
within a day,f,t,Entire rental unit,Entire home/apt,f,1,0.75,6,8196.65,5,5,5,5,4.89,4.67,5,2,1125,0.1
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.98,5,1074.92,4.59,4.66,4.53,4.87,4.91,4.95,4.7,2,365,4.92
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,1080.31,4.37,4.67,4.34,4.67,4.75,4.68,4.36,1,1125,1.14
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,0.8,5,1282.82,4.5,4.67,5,4.67,5,4,4.67,2,60,0.02
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,1665.51,4.59,4.7,4.61,4.74,4.8,4.61,4.62,2,365,1.71
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,2495.57,4.57,4.68,4.68,4.75,4.81,4.89,4.66,2,365,3.3
a few days or more,Desconocido,t,Entire rental unit,Entire home/apt,f,0,0,2,752.29,4.22,4.61,3.94,4.78,4.67,4.89,3.89,2,75,0.16
within an hour,t,t,Entire loft,Entire home/apt,t,1,0.99,4,1488.41,4.69,4.84,4.7,4.77,4.86,4.49,4.66,1,365,2.13
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,f,1,0.8,4,1073.38,4.57,4.75,4.38,4.75,4.75,4,4.38,2,60,0.06
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.8,3,739.2,4.84,4.91,4.77,4.94,4.93,4.66,4.81,2,60,2.3
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.8,2,504.35,4.75,4.85,4.72,4.94,4.95,4.6,4.82,3,60,2.5
within a few hours,f,t,Entire rental unit,Entire home/apt,f,0.99,0.92,3,1342.88,4.46,4.67,4.71,4.63,4.58,4.96,4.5,3,90,0.21
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1056.44,4.89,4.91,4.85,4.98,5,4.67,4.86,3,1125,0.75
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.8,2,525.91,4.66,4.8,4.59,4.89,4.89,4.55,4.73,3,60,2.42
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.8,2,433.51,4.75,4.91,4.63,4.92,4.93,4.65,4.79,3,60,2.28
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2115.19,4.77,4.88,4.88,4.86,4.9,4.88,4.75,1,1125,5.22
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,7,1566.18,4.91,4.92,4.86,4.97,4.95,4.76,4.89,2,250,2.48
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,4,3460.38,0,4.8,4.7,4.8,4.8,4.8,4.7,2,30,0.02
Desconocido,f,f,Entire rental unit,Entire home/apt,f,1,0.9,2,4235,5,5,5,5,4,4,5,3,390,0.01
within a few hours,f,t,Entire condo,Entire home/apt,f,1,0.91,4,1654.73,4.66,4.74,4.75,4.84,4.86,4.87,4.64,2,400,2.35
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,2,1730.19,5,5,4.83,5,5,5,4.5,2,999,0.05
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,6,3234,4.29,4.43,4.36,4.48,4.81,4.98,4.26,2,1125,0.38
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,6,2895.97,4.64,4.82,4.91,4.55,4.91,4.73,4.55,2,1125,0.11
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,867.02,4.71,4.96,4.76,4.91,4.94,4.7,4.72,2,999,0.53
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,8,4457.53,4.66,4.74,4.6,4.74,4.89,4.95,4.67,2,1125,1.1
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,14,7007,4.74,4.71,4.72,4.83,4.92,4.96,4.68,2,1125,0.44
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,694.54,4.43,4.66,4.42,4.8,4.79,4.89,4.61,2,365,4.09
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,8,3348.73,4.63,4.73,4.62,4.76,4.87,4.99,4.74,2,280,2.84
within a day,f,t,Entire rental unit,Entire home/apt,f,0.67,0.53,2,910.91,4.19,4.58,3.98,4.47,4.41,4.9,4.3,2,365,1.34
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,8,4457.53,4.62,4.69,4.66,4.84,4.82,4.79,4.63,2,1125,1.72
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,7,1837.22,4.95,4.94,4.91,4.97,4.98,4.97,4.91,2,365,4.8
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,819.28,4.34,4.5,4.33,4.75,4.77,4.85,4.49,2,365,5.72
Desconocido,t,t,Entire loft,Entire home/apt,f,1,0.98,5,3675.98,4.9,4.83,4.83,4.95,4.97,4.97,4.9,2,30,1.21
within a day,f,t,Entire rental unit,Entire home/apt,f,0.67,0.53,3,873.95,4.05,4.44,3.92,4.41,4.27,4.79,4.29,2,365,0.94
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,0.99,6,1694,4.69,4.8,4.67,4.89,4.84,4.89,4.73,2,360,2.13
within a day,f,t,Entire condo,Entire home/apt,f,0.67,0.53,5,1311.31,4.22,4.42,3.81,4.58,4.29,4.71,4.13,2,365,0.22
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.98,0.97,4,2323.86,4.61,4.77,4.6,4.65,4.77,4.88,4.61,3,365,1.12
within a day,f,t,Entire rental unit,Entire home/apt,f,0.5,0,2,847,4.67,4.67,4.7,4.82,4.91,4.48,4.7,1,30,0.3
within an hour,t,t,Entire serviced apartment,Entire home/apt,f,0.9,0.97,5,4108.72,4.95,4.95,4.89,4.92,4.96,4.98,4.89,2,1125,1.45
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,4124.12,4.95,4.94,4.95,4.95,4.97,5,4.96,3,1125,3.2
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,4,1893.43,4.47,4.58,4.81,4.65,4.74,4.82,4.39,2,365,0.47
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,4,1900.36,4.31,4.34,4.71,4.53,4.5,4.79,4.41,2,1124,0.29
within a few hours,t,t,Entire rental unit,Entire home/apt,t,1,1,6,1899.59,4.9,4.93,4.82,4.93,4.97,4.95,4.88,3,1125,1.32
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,6,4137.21,4.71,4.58,4.87,4.88,4.88,4.64,4.76,1,1125,0.79
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,2167.55,4.1,4.47,3.95,4.46,4.51,4.91,4.17,2,1125,0.62
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,1084.16,4.77,4.89,4.77,4.91,4.93,4.93,4.8,2,1125,1.76
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,1716.33,4.76,4.86,4.72,4.84,4.86,4.63,4.78,3,180,3.94
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1124.2,4.79,4.9,4.84,4.96,4.94,4.75,4.83,2,1000,1.26
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,7,16739.03,4.66,4.52,4.55,4.86,4.79,4.69,4.55,1,1125,0.22
within an hour,Desconocido,t,Private room in bed and breakfast,Private room,t,1,1,2,1209.67,4.94,4.92,4.86,4.94,4.86,4.94,4.89,2,1125,0.41
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1124.2,4.8,4.81,4.89,4.87,4.93,4.74,4.8,2,1000,1.3
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1124.2,4.73,4.81,4.76,4.88,4.84,4.57,4.73,2,1125,0.74
within an hour,t,t,Entire guest suite,Entire home/apt,t,1,1,2,1124.2,4.74,4.81,4.84,4.9,4.91,4.7,4.77,2,1125,0.88
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,1509.2,4.9,4.95,4.91,4.96,4.96,4.81,4.91,3,1125,3.16
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,3,1298.22,4.72,4.73,4.64,4.87,4.77,4.69,4.56,3,1000,0.53
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,5,1793.33,4.61,4.71,4.53,4.93,4.71,4.76,4.58,3,1000,0.47
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,2042.81,4.72,4.77,4.69,4.73,4.85,4.86,4.73,2,365,2.28
within a few hours,f,t,Entire rental unit,Entire home/apt,f,0.8,0.83,2,1925,4.88,4.88,4.75,4.88,5,5,4.63,1,365,3.16
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,5,2622.62,4.59,4.74,4.91,4.47,4.48,4.79,4.65,2,365,0.24
within a day,f,f,Entire serviced apartment,Entire home/apt,f,0.75,0.93,7,2897.51,4.78,4.39,4.57,5,5,4.91,4.65,1,1125,0.23
within an hour,Desconocido,t,Private room in bed and breakfast,Private room,t,1,1,6,1548.47,5,4.91,4.95,5,5,5,4.9,2,1125,0.27
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.93,4,2531.76,4.89,4.94,4.85,4.93,4.99,4.72,4.8,2,200,2.52
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,6,7798.56,4.75,4.48,4.91,4.94,4.86,4.63,4.82,1,1125,0.53
Desconocido,f,f,Entire rental unit,Entire home/apt,f,1,0,5,1080.31,4.64,4.62,4.71,4.69,4.76,4.61,4.56,2,60,0.37
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,8,3150.84,4.65,4.71,4.6,4.83,4.88,4.9,4.55,2,365,0.31
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,4,2058.98,4.97,4.99,4.88,4.99,4.95,4.97,4.87,2,1125,1.47
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,2,1616.23,4.27,4.43,4.65,4.57,4.38,4.8,4.43,2,365,0.34
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,10,9544.15,4.62,4.66,4.62,4.79,4.84,4.85,4.68,1,1125,0.93
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.96,0.99,6,2019.71,4.48,4.54,4.79,4.61,4.6,4.85,4.5,2,365,1.53
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.96,6,2055.9,4.91,4.95,4.94,4.94,4.94,4.99,4.86,3,1125,1.41
within a few hours,f,t,Entire guesthouse,Entire home/apt,f,1,0,5,728.42,4.55,4.68,4.61,4.68,4.66,4.12,4.61,1,1125,1.69
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,6,7798.56,4.74,4.75,4.87,4.74,4.88,4.71,4.8,1,1125,0.75
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,8214.36,4.5,4.67,4.53,4.77,4.93,4.8,4.63,1,1125,0.21
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,8,17704.61,4.56,4.6,4.55,4.68,4.41,4.63,4.58,1,1125,0.28
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.76,0.99,7,2986.83,4.47,4.63,4.38,4.31,4.65,4.82,4.47,1,365,0.93
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,8,2601.83,4.53,4.6,4.52,4.53,4.7,4.72,4.58,2,1125,1.58
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,8141.98,4.47,4.58,4.53,4.86,4.95,4.81,4.51,1,1125,0.35
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,4,7798.56,4.79,4.77,4.91,4.89,4.9,4.72,4.84,1,1125,1.58
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,3,7798.56,4.73,4.72,4.86,4.89,4.88,4.53,4.79,1,1125,1.31
Desconocido,f,t,Entire rental unit,Entire home/apt,f,1,0.9,2,1001.77,4.57,4.69,4.46,4.84,4.86,4.7,4.59,1,300,1.24
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.72,3,4074.84,4.76,4.69,4.9,4.82,4.8,4.65,4.81,1,1125,1.2
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.99,2,1459.92,4.52,4.57,4.85,4.8,4.77,4.92,4.6,2,90,1.25
within a few hours,Desconocido,t,Private room in condo,Private room,f,1,0.39,2,1092.63,4.94,4.88,4.89,4.9,4.92,4.87,4.88,2,1125,1.05
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,8,17212.58,4.76,4.62,4.7,4.92,4.95,4.73,4.68,1,1125,0.27
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,9,25828.11,4.61,4.83,4.52,4.87,4.87,4.78,4.78,1,1125,0.19
within a day,f,t,Entire rental unit,Entire home/apt,f,0.67,0.53,5,1456.84,4.08,4.41,3.92,4.32,4.25,4.63,4.26,2,1124,0.52
within an hour,t,t,Entire loft,Entire home/apt,t,1,1,4,2263.03,4.91,4.95,4.96,4.9,4.95,4.89,4.87,1,1125,1.3
within a day,f,t,Entire rental unit,Entire home/apt,t,0.67,0.53,5,692.23,4.04,4.43,3.88,4.59,4.38,4.71,4.34,2,365,2.21
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,1118.81,4.68,4.77,4.56,4.86,4.84,4.77,4.72,2,1125,0.89
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,3,7798.56,4.82,4.78,4.88,4.85,4.85,4.68,4.85,1,1125,1.11
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,1,2,613.69,4.79,4.87,4.9,4.91,4.9,4.66,4.85,1,90,5.17
within an hour,Desconocido,t,Private room in rental unit,Private room,f,1,0.75,2,1486.87,4.53,4.47,4.79,4.74,4.89,4.42,4.42,2,30,0.18
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.43,6,2224.53,4.56,4.59,4.42,4.75,4.7,4.94,4.68,2,10,1.75
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,9,2263.8,4.6,4.69,4.6,4.79,4.87,4.88,4.7,2,365,3.95
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.99,3,1492.26,4.81,4.89,4.9,4.8,4.87,4.85,4.83,3,365,3.14
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,819.28,4.48,4.65,4.37,4.85,4.82,4.91,4.57,2,1125,4.32
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,0.8,5,7798.56,4.8,4.67,4.93,4.8,4.8,4.6,4.87,1,1125,0.14
within a day,Desconocido,t,Private room in rental unit,Private room,t,1,1,3,2922.15,4.67,5,4.67,5,5,5,4.33,2,365,0.03
within an hour,f,t,Entire guest suite,Entire home/apt,f,1,0.67,2,1116.5,4.4,4.47,4.93,4.67,4.73,4.07,4.07,1,365,0.13
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,0.98,2,1599.29,4.78,4.82,4.78,4.86,4.86,4.94,4.8,2,365,1.83
within a day,Desconocido,t,Entire rental unit,Entire home/apt,t,1,1,3,2909.83,4.67,4.67,4.67,4.67,4.67,4.67,4.33,1,365,0.15
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.76,0.99,15,4509.12,4.49,4.64,4.47,4.46,4.58,4.91,4.64,1,365,1.62
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,1536.92,4.56,4.7,4.6,4.57,4.79,4.75,4.6,2,90,3.06
within a day,Desconocido,t,Entire rental unit,Entire home/apt,t,1,1,3,3140.06,3.9,4.2,4,4.4,4.5,4.6,3.7,1,365,0.09
Desconocido,f,t,Entire loft,Entire home/apt,f,1,0,4,1001.77,4.78,4.92,4.79,4.95,4.95,4.53,4.76,1,120,1.64
within an hour,t,t,Entire rental unit,Entire home/apt,f,0.94,0.96,4,1620.85,4.67,4.73,4.62,4.83,4.91,4.97,4.67,2,1125,3.49
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,12,5367.67,4.71,4.81,4.72,4.84,4.87,4.91,4.72,2,1125,2.35
within an hour,t,t,Entire rental unit,Entire home/apt,t,1,1,6,4389.77,4.96,4.92,4.88,4.92,4.92,4.92,4.81,1,365,0.22
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,4,2477.09,4.92,4.82,4.82,4.73,5,5,4.55,1,365,0.1
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,8,4457.53,4.66,4.7,4.63,4.74,4.84,4.97,4.58,2,1125,1.02
within an hour,t,t,Entire serviced apartment,Entire home/apt,t,1,1,8,5480.09,4.92,4.88,4.88,4.79,4.96,5,4.88,1,365,0.23
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,6,3338.72,4.69,4.87,4.63,4.8,4.81,4.84,4.71,2,1125,0.93
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0.91,5,3234,4.58,4.75,4.79,4.75,4.75,4.83,4.58,2,1125,0.22
Desconocido,f,t,Entire loft,Entire home/apt,f,1,0.9,4,1499.19,4.8,4.79,5,4.95,4.94,4.47,4.89,2,365,0.17
