host_response_time,host_is_superhost,host_identity_verified,property_type,room_type,instant_bookable,host_response_rate,host_acceptance_rate,capacity,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,minimum_nights,maximum_nights,reviews_per_month
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,3064.8,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,f,Entire home,Entire home/apt,f,1,1,5,3141.42,4.5,5,5,4.5,5,4.5,4,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2643.39,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,60,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,f,1,0,2,1021.6,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,30,0.7
within an hour,f,t,Private room in home,Private room,f,1,1,7,3639.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,4,3128.65,4,4,4,5,5,4,5,28,27,1
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within a few hours,f,t,Private room in home,Private room,f,1,0.89,1,689.58,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,3,3294.66,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,3256.35,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,15,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,5,6831.95,1,2,1,2,1,3,1,28,365,1
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.89,4,2170.9,5,5,5,5,5,5,5,28,730,0.7
within an hour,f,f,Entire rental unit,Entire home/apt,t,1,1,6,6001.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,3192.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,2,3396.82,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
Desconocido,f,t,Entire rental unit,Entire home/apt,f,0.9,0.9,2,3192.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,180,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within a few hours,t,t,Entire rental unit,Entire home/apt,f,1,0.85,2,2809.4,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.99,6,6308.38,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.67,8,2145.36,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,14,6793.64,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within a few hours,f,t,Entire home,Entire home/apt,f,0.89,0.75,2,2196.44,5,5,5,5,5,5,5,28,60,0.7
within an hour,t,t,Entire rental unit,Entire home/apt,f,1,1,4,8555.9,5,5,5,5,5,5,5,28,365,0.7
within an hour,f,t,Entire home,Entire home/apt,t,0.9,0.8,5,2439.07,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,t,t,Entire condo,Entire home/apt,t,1,0.98,8,7585.38,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within a day,f,t,Entire home,Entire home/apt,f,1,0.9,4,2107.05,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,f,Private room in home,Private room,f,1,0.82,4,638.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,23,0.7
within an hour,f,t,Private room in home,Private room,t,0.86,0.83,2,689.58,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire condo,Entire home/apt,f,1,1,3,1277,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,180,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,1,6,2796.63,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,1123.76,4.7,4.8,4.7,4.8,4.9,4.8,4.7,29,179,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,6,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,179,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1085.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,f,1,1,2,1136.53,4.5,4.5,4.5,4.5,4.5,4.5,4,28,45,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,3,1813.34,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1085.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in rental unit,Private room,t,1,1,3,957.75,4,2,5,4,5,5,2,28,179,1
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1085.45,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,1125,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,1,6,2004.89,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Entire home,Entire home/apt,f,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,Desconocido,t,Entire rental unit,Entire home/apt,t,1,1,2,4941.99,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,1,2,1557.94,5,5,5,5,5,5,5,28,365,0.7
within a few hours,f,t,Private room in rental unit,Private room,f,1,1,1,2030.43,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,15,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.93,0.8,4,1634.56,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,2,2221.98,5,5,5,5,5,5,5,28,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.97,6,2528.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,60,0.7
within an hour,f,t,Private room in home,Private room,t,1,0.97,1,715.12,3.67,4.67,4.67,5,4.67,4.33,4.33,28,1125,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.93,0.8,4,1634.56,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.99,2,1915.5,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,60,0.7
a few days or more,f,t,Entire rental unit,Entire home/apt,f,0.3,0.2,2,2336.91,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within a few hours,t,t,Entire home,Entire home/apt,t,1,0.76,5,2260.29,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,60,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,1125,0.7
within an hour,t,t,Private room in home,Private room,f,1,0.99,1,549.11,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,45,0.7
within an hour,f,t,Private room in rental unit,Private room,f,1,0.71,1,970.52,4.67,5,4.67,4.67,5,5,4.67,28,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,1,1,2,1889.96,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,1125,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within a day,f,t,Entire rental unit,Entire home/apt,f,0.63,1,2,4303.49,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,f,0.93,1,3,1519.63,5,5,5,5,5,5,5,28,365,1
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1315.31,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,0.92,2,3422.36,4.67,5,4.33,4.67,5,5,4.67,28,30,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,1,2,1532.4,5,5,5,5,5,4.75,5,28,27,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,t,0.8,1,5,3613.91,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,180,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,0.96,2,1417.47,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire home,Entire home/apt,f,1,1,6,4469.5,5,5,5,5,5,5,5,28,28,1
within an hour,f,t,Private room in home,Private room,f,1,1,2,893.9,5,5,5,5,5,5,4.5,28,45,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,t,t,Entire home,Entire home/apt,t,1,0.99,2,1583.48,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.93,0.8,4,1634.56,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,t,1,0.9,7,9194.4,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,1125,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.93,0.8,2,1634.56,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within a day,f,t,Private room in home,Private room,f,1,0,2,1685.64,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,3,1251.46,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within a few hours,f,t,Entire rental unit,Entire home/apt,t,0.93,0.8,4,1634.56,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,f,Entire home,Entire home/apt,f,1,0.86,2,1698.41,5,5,5,5,5,5,4.5,28,31,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,1125,0.7
Desconocido,t,t,Entire rental unit,Entire home/apt,f,0.9,0.9,4,2937.1,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Entire bungalow,Entire home/apt,f,1,0.67,5,2937.1,5,5,5,5,5,5,5,28,365,1
within a few hours,f,t,Entire home,Entire home/apt,f,0.93,0.4,4,3179.73,4.7,4.8,4.7,4.8,4.9,4.8,4.7,28,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire rental unit,Entire home/apt,f,1,1,4,2554,4.7,4.8,4.7,4.8,4.9,4.8,4.7,30,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Entire condo,Entire home/apt,t,1,1,4,5363.4,5,5,5,5,5,5,5,28,15,1
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in rental unit,Private room,f,1,1,4,2426.3,5,5,4,5,5,5,5,28,1125,1
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
within an hour,f,t,Private room in home,Private room,t,1,1,1,893.9,4.7,4.8,4.7,4.8,4.9,4.8,4.7,33,365,0.7
